Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£)
2014/15,all,43919,181965650.6,330637965.7,4982223,18400124,584434,65098360.224672325,16900310.169128135,436603417.0938004
2015/16,all,43990,180375270,327697271.7,4978412,18428579,677666,68868272.4347296,18170053.092823166,438820254.2275528
2016/17,all,43909,174959699.85,317827335.2,4958184,18140245,2357901,73735865.11200167,19669977.23212003,436689507.5441217
2017/18,all,44659,164975021,299670696.84999996,4935517,17385531,2496588,81863476.90694606,21417099.429598354,427768909.18654436
2018/19,all,45753,158880041.6,288643491.3,4958558,16957004,2663539,81597778.51365969,22172098.24346292,416992469.0571226
2019/20,all,39881,141582875.65,257234220.75,4479581,15285062,2900563,79135268.99972308,21466603.48511577,380501299.23483884
2020/21,all,32738,130528410.6,239232732.04999998,3476607,13973948,3123224,58419131.72521489,16636955.912548602,334862598.68776345
2021/22,all,31367,128174113.75,238467663.2,2786895,14268962,3167963,80410506.46047145,20434830.34544893,359536820.00592035
2022/23,all,32526,131107485,244632572.1,2434060,15183407,4026658,92825189.99003169,24069065.72471805,383170952.8147497
2023/24,all,33585,136524748.35,250789397.5,2127730,16187375,5217855,89036296.41868952,24533786.904280923,387892440.82297045
2024/25,all,28463,114220575.8,182706435.79999998,1613036,13901002,5039327,79223218.20562252,23669617.618029755,306152636.6236523
2025/26,all,12786,65350391.05,99166434.05,875740,8003075,1611324,NA,NA,109656573.05
2026/27,all,4293,29603767.7,40477729.3,361765,3651159,NA,NA,NA,44490653.3
2027/28,all,789,7736952.45,7598779.85,87501,974165,NA,NA,NA,8660445.85
2014/15,Female,15992,79252297.45,144146703.45,848132,8279176,212806.95207085772,27349958.015800864,5948864.908910523,186785641.32678223
2014/15,Male,20040,79431434.1,143937709.7,3758569,7541333,266674.04449099477,27617578.073193397,7631651.642128765,190753515.45981315
2014/15,Other/trans,536,2124031.85,3836556.6,33934,201375,7132.599193970719,826211.9309740157,184125.54390369993,5089335.674071686
2014/15,Prefer not to say/NA,7351,21157887.2,38716995.949999996,341587,2355750,97820.40424417678,9304612.204704061,3135668.074185141,53952433.633133374
2015/16,Female,15992,78674162.3,143043924.5,849722,8301132,246351.1780136846,28676700.20278618,6366100.9997898135,187483930.8805897
2015/16,Male,20136,78962690.55,143079786,3756765,7577049,310188.0515560001,29301915.649186198,8199368.751817519,192225072.4525597
2015/16,Other/trans,538,2088643.8,3774826.1999999997,33260,201299,8287.702211816053,850417.2851710541,196698.11701564502,5064788.304398515
2015/16,Prefer not to say/NA,7325,20649773.349999998,37798734.15,338666,2325951,112839.06821849925,10039239.297586191,3407885.2242001914,54023314.74000488
2016/17,Female,15898,76241313.55,138640731.54999998,845180,8157619,853737.5899152774,29543129.49779879,6725004.301576192,184765401.93929023
2016/17,Male,20119,76784037.7,139081256.79999998,3743774,7484942,1080409.269814157,31635847.798036467,8887254.30993058,191913484.1777812
2016/17,Other/trans,530,2013337.2,3639439.9,33485,197198,28461.499726701284,871926.4363860176,203916.07701558605,4974426.913128305
2016/17,Prefer not to say/NA,7361,19921011.4,36465906.1,335744,2276795,395292.64054386446,11684961.379780417,3853802.543597669,55012501.66392195
2017/18,Female,15968,71875976.2,130715978.39999999,837005,7809717,892664.7973308852,31838860.293735456,7190201.52234328,179284427.0134096
2017/18,Male,20390,72640261.35,131549094,3713102,7203258,1139869.4399785039,35211841.93515249,9623832.289581826,188440997.66471282
2017/18,Other/trans,538,1947721.45,3518718.65,33485,194297,30076.005821894803,910642.5924381214,213027.53766001444,4900246.78592003
2017/18,Prefer not to say/NA,7763,18511062,33886904.949999996,351925,2152719,433977.7568687163,13902132.085620025,4390038.080013239,55117696.87250198
2018/19,Female,16179,69404777.14999999,126276368.89999999,854036,7615925,941891.0098137786,31582710.77393396,7383385.246248148,174654316.92999586
2018/19,Male,20662,69902677.39999999,126585863.25,3696864,7025696,1202877.31286064,34829155.01312719,9862888.279436586,183203343.85542443
2018/19,Other/trans,531,1861784.75,3363274.05,32586,187159,30913.166834236756,880581.620244822,209256.5693884478,4703770.406467507
2018/19,Prefer not to say/NA,8380,17710803.15,32417985.099999998,375072,2099099,487857.51049134467,14305331.106353745,4716568.1483897455,54401912.86523483
2019/20,Female,13754,61463772,111809609.45,734821,6809272,1000334.5829342293,28628554.72658108,6947806.74989526,155930398.50941056
2019/20,Male,17715,62025276.9,112322309.89999999,3362721,6298739,1288419.887791179,33383584.98801904,9313706.804051943,165969481.57986215
2019/20,Other/trans,418,1480235.05,2675370.75,28541,153341,30401.32729871367,603044.1073339,160325.55484190106,3651023.739474515
2019/20,Prefer not to say/NA,7994,16613592.549999999,30426931.5,353498,1994990,581407.2019758782,16520085.177789068,5044764.376326667,54921676.25609161
2020/21,Female,12917,61556612.4,113042674.7,602754,6711127,1232251.5778734842,24992536.568968438,6474148.911821585,153055492.7586635
2020/21,Male,13873,53123424.949999996,97016509.5,2591594,5378775,1323451.7411038822,23963714.410187278,7175452.203138877,137449496.85443005
2020/21,Other/trans,368,1398714.95,2552935.05,25394,148008,35106.33898408626,665006.4985174619,180981.49453349473,3607431.3820350426
2020/21,Prefer not to say/NA,5581,14449658.299999999,26620611.95,256865,1715481,532414.3420385473,8797874.247541726,2806373.303054639,40729619.84263491
2021/22,Female,13524,64034466.1,119343247,513107,7275435,1365879.1600089266,34668813.756062835,8056878.089471028,171223360.00554278
2021/22,Male,13247,49955678.949999996,92713563,2068057,5291584,1337903.0784263718,34923606.245866485,9343217.6598305,145677930.98412335
2021/22,Other/trans,487,1700102.8499999999,3152502.9499999997,27296,194499,49185.3853094016,1502202.781629926,366792.17017345456,5292478.287112782
2021/22,Prefer not to say/NA,4109,12483866.7,23258349.4,178434,1495677,414995.3762553001,9315883.676912231,2667942.4259739453,37331281.87914147
2022/23,Female,14632,68001962.64999999,126976808,482557,8053074,1811414.2487855868,38694448.70501117,9290289.669997277,185308591.62379402
2022/23,Male,13525,49323737.1,91966586.39999999,1802608,5434346,1674369.7180716966,38305207.20886496,10475977.789412413,149659095.11634907
2022/23,Other/trans,686,2237758.4499999997,4160076.8,26644,269963,84925.51767816515,1608327.2792530532,423830.2359832639,6573766.832914482
2022/23,Prefer not to say/NA,3683,11544026.799999999,21529100.9,122252,1419743,455948.51546455146,14217206.796902543,3878968.0293250885,41623219.24169218
2023/24,Female,15585,73348778.85,134737051.29999998,430424,8844030,2421399.1833909005,42543158.25109588,10850528.590416124,199826591.3249029
2023/24,Male,13967,49615356.8,91228386.05,1591618,5641771,2170014.9114161506,41548955.81995009,11971035.94791867,154151781.7292849
2023/24,Other/trans,866,2884770.8,5255348.55,25356,355633,134548.07140304905,1429449.23305365,413232.46499688935,7613567.319453588
2023/24,Prefer not to say/NA,3166,10675841.9,19568612.45,80332,1345575,491892.8337899,3514733.114589921,1298989.900949226,26300135.299329046
2024/25,Female,13266,62289796.9,99046737.05,348819,7700596,2348640.80881113,36855750.324271865,10411285.384976072,156711828.56805906
2024/25,Male,12179,41586204.949999996,66602249.8,1187420,4876178,2156196.020692805,39113805.42351566,12040992.442390233,125976841.6865987
2024/25,Other/trans,832,2565813.4,4079947.3,23739,325474,147299.0466554244,964237.0038340442,342541.49953733356,5883237.850026802
2024/25,Prefer not to say/NA,2187,7778760.55,12977501.65,53058,1003057,387191.1238406408,2289425.454000979,874798.2911261134,17585031.518967733
2025/26,Female,5976,35952073.449999996,54220819.15,193369,4464871,753169.5130230739,NA,NA,59632228.66302307
2025/26,Male,5508,23642573.2,35876268.75,642819,2795589,694186.3583887367,NA,NA,40008863.10838874
2025/26,Other/trans,387,1519414.95,2311895.4499999997,13544,194239,48774.53171685569,NA,NA,2568452.9817168554
2025/26,Prefer not to say/NA,914,4236329.45,6757449.85,26008,551685,115193.5968713336,NA,NA,7450336.446871333
2026/27,Female,2008,16500514.5,22436938.3,83252,2057940,NA,NA,NA,24578130.3
2026/27,Male,1872,10669880,14561493.65,262414,1277520,NA,NA,NA,16101427.65
2026/27,Other/trans,134,699460.75,968285.15,6577,90354,NA,NA,NA,1065216.15
2026/27,Prefer not to say/NA,279,1733912.45,2511012.1999999997,9521,227610,NA,NA,NA,2748143.1999999997
2027/28,Female,368,4354400.399999999,4242834.5,23686,555066,NA,NA,NA,4821586.5
2027/28,Male,349,2844614.25,2821033.55,59402,348220,NA,NA,NA,3228655.55
2027/28,Other/trans,25,174058.75,171399.1,2165,23165,NA,NA,NA,196729.1
2027/28,Prefer not to say/NA,46,363879.05,363513.55,2247,48582,NA,NA,NA,414342.55
2014/15,18-24,31801,101153346.45,183302424.35,3391207,11079140,423178.7070288485,56458284.6883948,13731439.12800954,268385673.87343317
2014/15,25-34,12118,80812304.14999999,147335541.35,1591016,7322163,161255.29297115144,8640075.536277525,3168871.0411185953,168218922.22036725
2015/16,18-24,31882,100263801.05,181669329.54999998,3402277,11094243,491142.2462377813,59793143.84073499,14838059.268101456,271288194.9050742
2015/16,25-34,12108,80111468.95,146027942.15,1576135,7335464,186523.75376221866,9075128.593994629,3331993.824721714,167533187.32247856
2016/17,18-24,31924,97340639.14999999,176381570.5,3396113,10929830,1714309.857295771,64812367.43929348,16314871.001223693,273549061.79781294
2016/17,25-34,11985,77619060.7,141445763.85,1562071,7211528,643591.1427042292,8923497.6727082,3355106.2308963393,163141557.89630875
2017/18,18-24,32771,92389140.1,167400763.75,3416554,10534214,1832008.897377908,72810515.91466843,18123526.61695284,274117583.1789992
2017/18,25-34,11888,72585881.75,132269933.1,1518964,6852408,664579.1026220918,9052960.992277645,3293572.8126455173,153652418.00754523
2018/19,18-24,33551,89049433.14999999,161387753.25,3449956,10280128,1953234.7654528765,71965712.59884875,18606708.8182306,267643493.43253222
2018/19,25-34,12201,69830608.45,127255738.05,1508602,6677099,710304.2345471237,9632065.914810939,3565389.4252323257,149349198.6245904
2019/20,18-24,29513,80402544.64999999,145616750.4,3121932,9341243,2146493.714274968,74000439.21699911,18915121.110628393,253141979.4419025
2019/20,25-34,10367,61178275.699999996,111613825.55,1357648,5943871,753996.555276949,5134869.84077968,2550933.314368056,127355144.26042469
2019/20,35-44,1,2056.15,3645.65,0,226,72.73044808304707,-40.058055719592744,549.060119321579,4453.382511685033
2020/21,18-24,23046,72018934.3,131526311.45,2393541,8280171,2198601.6343087545,52357256.3739258,13726170.20880156,210482051.66703612
2020/21,25-34,9690,58504439.199999996,107697204.89999999,1083066,5697054,924431.5645427332,6062134.092713664,2910205.6348543046,124374096.19211069
2020/21,35-44,2,5036.25,9215.699999999999,0,515,190.80114851243204,-258.7414245625481,580.06889273556,10242.828616685443
2021/22,18-24,21900,70868431.25,131464314.14999999,1901542,8450893,2211827.3886568686,72665815.24406093,17544987.21310255,234239378.99582034
2021/22,25-34,9466,57302034.3,106996665.5,885353,5822214,956034.6146587178,7744691.216410528,2889843.1323463772,125294801.46341562
2021/22,35-44,1,3649.0499999999997,6683.55,0,372,100.99668441355564,NA,NA,7156.546684413556
2022/23,18-24,22126,71412578.3,133010831.35,1636971,8824893,2739157.440447642,83556091.06813021,20610472.79358288,250378416.65216073
2022/23,25-34,10400,59692645.699999996,111617589.35,797090,6366618,1287500.559552358,9269098.921901483,3458592.9311351664,132796489.76258901
2022/23,35-44,0,2261,4152.25,0,229,0,NA,NA,4381.25
2023/24,18-24,22203,72045925.2,132223412.6,1402093,9144681,3449619.895337065,79401151.32706614,20647707.661711343,246268665.48411453
2023/24,25-34,11380,64471010.8,118552579.55,725636,7057126,1768079.7373749404,9635804.098299343,3885474.21699857,141624699.60267285
2023/24,35-44,1,7812.3499999999995,13405.35,0,621,155.36728799428298,-659.0066759550502,605.0255710056945,14127.736183044928
2024/25,18-24,19040,59320993.4,95755098.45,1087774,7773272,3371000.459543969,73938980.01078948,21039952.87542776,202966077.79576123
2024/25,25-34,9420,54890277.449999996,86935336.95,525262,6140987,1667795.3954256403,5282296.269284051,2628347.2752960785,103180024.89000577
2024/25,35-44,3,9304.949999999999,16000.4,0,855,531.1450303903313,1941.9255490045725,1317.4673059128213,20645.937885307725
2025/26,18-24,8559,33459346.45,51275629.5,592612,4424867,1078711.1549472038,NA,NA,57371819.65494721
2025/26,25-34,4225,31884499.599999998,47879540.35,283128,3586470,532486.812671099,NA,NA,52281625.162671104
2025/26,35-44,1,6545,11264.199999999999,0,608,126.03238169730152,NA,NA,11998.2323816973
2026/27,18-24,2893,14954343.25,20695641.05,248850,2002241,NA,NA,NA,22946732.05
2026/27,25-34,1399,14645639.4,19775561.099999998,112915,1652892,NA,NA,NA,21541368.099999998
2026/27,35-44,1,3785.0499999999997,6527.15,0,361,NA,NA,NA,6888.15
2027/28,18-24,539,3889549.85,3943647.25,64521,535372,NA,NA,NA,4543540.25
2027/28,25-34,249,3846377.5,3653342.5,22980,439737,NA,NA,NA,4116059.5
2027/28,35-44,0,1025.1,1790.1,0,114,NA,NA,NA,1904.1
2014/15,1,10278,35976628.25,64934588.9,1222801,3670901,136767.1368852459,14572555.794600362,3877704.077622183,88415317.90910779
2014/15,2,7660,30831086.95,56095318.199999996,879007,3188584,101929.97358834243,11800955.749576919,2899222.7035984225,74965017.62676369
2014/15,3,6090,28730200.599999998,52693153.25,735690,2972704,81038.32103825136,9713906.283188803,2300563.148283114,68497055.00251018
2014/15,4,4619,22110273.95,40479389.35,612951,2168219,61464.040209471765,7270987.243363894,1827672.407109677,52420683.040683046
2014/15,5,3541,14093578,25677402.65,426987,1329219,47119.32591074681,4703619.025245877,1397039.987487909,33581386.98864453
2014/15,6,2943,13174988.1,23750680.45,306778,1332743,39161.86844262295,4250965.475752718,1128900.875737439,30809229.66993278
2014/15,7,2543,10889707.85,19694035.05,185997,1049356,33839.15441712204,3437722.4547506412,1002628.9863389998,25403578.645506766
2014/15,8,2272,9703848.2,17593129.15,250684,950676,30233.01566484517,3264211.4908558326,928676.9236235794,23017610.580144256
2014/15,9,1882,8240694.75,14911527.9,142536,785416,25043.369489981786,2670249.588800673,734489.8745885297,19269262.732879184
2014/15,10,1544,8214643.95,14808740.799999999,146586,722834,20545.676138433515,2472947.010844306,611236.4367294956,18782889.923712235
2014/15,NA,548,0,0,72206,0,7292.118214936248,940240.1076923076,192174.7480087797,1211912.9739160235
2015/16,1,10313,35507185.15,64028449.8,1221524,3664097,158875.38834708676,15507683.630065374,4192612.620168119,88773242.43858057
2015/16,2,7670,30633544.4,55756056.85,882143,3198999,118159.0447611903,12525131.128524082,3121356.471067165,75601845.494352445
2015/16,3,6085,28382729.099999998,52075658,725662,2968638,93741.56289072268,10284706.312449988,2479119.0496302554,68627524.92497097
2015/16,4,4630,21974330.9,40230732.05,619538,2172565,71326.77669417355,7534547.840074655,1948395.5213045783,52577105.188073404
2015/16,5,3545,14008939.25,25522311.65,425869,1333796,54611.97049262316,4981464.264001641,1486851.9081497577,33804904.792644024
2015/16,6,2943,13052196.25,23510201.849999998,303420,1334949,45337.94898724681,4482052.822734479,1199290.6189694053,30875252.24069113
2015/16,7,2552,10873817.1,19667507.4,187553,1058772,39314.45661415354,3716978.5598987513,1093455.6741184676,25763581.09063137
2015/16,8,2268,9660828.85,17513063.4,252516,954237,34939.33683420855,3344792.2529694773,971616.4205339736,23071164.410337657
2015/16,9,1886,8103327.1,14667288.9,139458,783544,29054.49262315579,2904880.722020811,812605.8692457356,19336831.983889703
2015/16,10,1543,8178371.899999999,14726003.5,145009,727118,23770.45711427857,2606413.009682671,659274.2662177918,18887588.23301474
2015/16,NA,554,0,0,75721,0,8534.56464116029,979621.8923076921,205474.6734179179,1269352.1303667703
2016/17,1,10309,34380964.05,61990334.25,1224567,3607437,553590.4121934,16805774.23754044,4574376.453051709,88756079.35278554
2016/17,2,7674,29709859.599999998,54086746.949999996,882271,3151262,412091.65032225737,13040003.868631363,3306504.47160765,74878879.94056126
2016/17,3,6071,27616339.349999998,50678414.4,712684,2929825,326010.9993623175,10881920.114456242,2669398.800932011,68198253.31475057
2016/17,4,4608,21193082.3,38806156.699999996,618297,2127694,247448.30918490514,7791693.731747748,2047613.2500321544,51638902.9909648
2016/17,5,3555,13626605,24819878.45,424047,1316133,190902.50415632332,5486133.683133699,1633441.7360937619,33870536.37338378
2016/17,6,2925,12674684.049999999,22790235.7,294308,1315854,157071.68063494956,5116765.431470985,1356623.0201451425,31030857.832251076
2016/17,7,2537,10532387.4,19049503.849999998,182899,1040074,136236.18932337334,3960701.3693428948,1178592.6627507058,25548007.07141697
2016/17,8,2263,9377708.299999999,16995531.55,265989,937981,121522.46607756952,3752019.1253708955,1084030.54413467,23157073.685583137
2016/17,9,1891,7864102.25,14226910.7,136134,771055,101546.17028399646,3139546.787315434,890151.7869721827,19265344.44457161
2016/17,10,1544,7983967.55,14383620.95,142082,720743,82912.36748730329,2835834.8245304516,730611.2293071386,18895804.371324893
2016/17,NA,532,0,0,74906,0,28568.2509736045,925471.9384615384,198633.27709290248,1227579.4665280455
2017/18,1,10582,32419059.5,58446777.75,1235880,3457505,591582.5656321376,18447027.679322857,4968554.04012916,87147327.03508416
2017/18,2,7854,28184038.2,51295701.4,869040,3037003,439074.7940346635,14261413.477715781,3593273.3190593612,73495505.9908098
2017/18,3,6163,26100894.75,47888695.699999996,708565,2815255,344540.10130323796,11921795.196570909,2897278.937439755,66576129.935313895
2017/18,4,4678,19993519.8,36620414,628654,2036344,261521.7578933226,8639391.92486041,2237833.39806574,50424159.08081947
2017/18,5,3576,12724960.7,23174292.05,404062,1251741,199914.879484079,6240536.07790819,1779406.4910424734,33049952.498434745
2017/18,6,2933,11923769.4,21430464.349999998,289476,1260382,163968.2163106274,5687503.633117585,1473962.5951328939,30305756.794561103
2017/18,7,2558,9850114.5,17817071.849999998,182230,990036,143003.9881768104,4584773.096510926,1291740.5102227347,25008855.44491047
2017/18,8,2285,8797384.4,15940027.9,270534,894799,127742.03009539164,4314779.273105216,1190970.130888463,22738852.33408907
2017/18,9,1928,7418675.05,13424504.75,135634,739406,107784.08491199784,3580593.1925962865,973243.4563683012,18961165.483876586
2017/18,10,1570,7562604.7,13632747.1,143258,693493,87770.23512024722,3210964.186007165,804074.5294029956,18572307.050530408
2017/18,NA,531,0,0,68184,0,29685.347037484884,974699.169230769,206762.0218464846,1279330.5381147384
2018/19,1,10831,31023798.95,55928804.05,1239505,3353399,630547.0997770589,18246151.242838006,5130264.639789414,84528671.03240448
2018/19,2,8073,27149561,49418468.75,873302,2966325,469984.9262764469,14384419.823555892,3751097.9407765493,71863598.44060889
2018/19,3,6357,25423173.599999998,46676546.4,713376,2771021,370084.7487104389,12016127.760075103,3032882.298527708,65580038.20731325
2018/19,4,4794,19317513.099999998,35397871.75,640617,1990099,279091.75480853295,8544783.273767304,2309314.8258597245,49161777.60443556
2018/19,5,3668,12279885.4,22354544.4,398853,1226209,213539.54039167686,6254698.189045661,1844775.9454782086,32292620.074915547
2018/19,6,2968,11346339.75,20391361.45,289076,1219515,172787.71970624238,5717649.422185039,1519919.839036296,29310309.43092758
2018/19,7,2588,9356488.9,16917952.05,191814,952467,150665.30276272076,4459251.3142552255,1313339.1848574192,23985488.851875365
2018/19,8,2337,8497582.6,15389062.15,269059,876395,136052.8642026578,4267396.378601122,1214865.5051452084,22152830.897948988
2018/19,9,1982,7139739.05,12924757.45,136980,720317,115385.86942647316,3513345.325439875,1006144.1187986748,18416929.76366502
2018/19,10,1618,7345958.399999999,13244124.549999999,141721,680729,94194.9226700472,3197104.3608195605,832744.8132184776,18190618.646708082
2018/19,NA,536,0,0,64255,0,31204.251267704145,996851.423076923,216749.13197524642,1309059.8063198735
2019/20,1,9445,27775325.9,50116383.35,1097433,3028629,686921.8578556742,17031593.539590884,4775724.917859093,76736685.66530566
2019/20,2,7008,24114080.95,43890124,785912,2665636,509682.2000902663,13557091.484020455,3575479.497022122,64983925.181132846
2019/20,3,5518,22646809.25,41555183.35,652899,2495313,401316.549671531,11054996.791813856,2849622.0192789948,59009330.710764386
2019/20,4,4179,17227777.9,31525470.65,573739,1797412,303932.9215435535,9151434.389777781,2432885.3887139163,45784874.35003525
2019/20,5,3212,10956617.299999999,19933926.3,368311,1110139,233604.3417080387,6178331.43075039,1776758.5461246297,29601070.618583057
2019/20,6,2601,10169020.9,18313387.7,269056,1104106,189167.15217391303,5554624.498749189,1483560.4424069065,26913901.793330006
2019/20,7,2289,8388837.85,15173065.25,164554,862378,166475.82134797654,4838729.417958326,1366061.5768720885,22571264.06617839
2019/20,8,2051,7489286.25,13562609.35,261252,784582,149166.40873075573,4213554.203856227,1196402.0000017206,20167565.9625887
2019/20,9,1718,6389823.149999999,11574471.25,120425,651473,124947.77679153503,3488818.231763074,971287.3510798733,16931422.60963448
2019/20,10,1391,6425296.2,11589598.7,128373,605234,101165.51659896696,3103702.6499044495,824139.2391016901,16352213.105605105
2019/20,NA,470,0,0,57626,0,34182.453487788975,962392.3615384614,214682.5066547374,1268883.3216809877
2020/21,1,6981,23759460.099999998,43235167.55,840137,2577823,666011.7525735407,11349198.244819159,3151514.294232297,61819851.84162499
2020/21,2,5448,21484696.9,39447452.8,609754,2352932,519758.2048446712,9587097.016909946,2573185.6081749443,55090179.62992956
2020/21,3,4354,19977700.45,36913200.75,501977,2185250,415386.7885267434,8245789.482854425,2190340.1389694745,50451944.16035064
2020/21,4,3415,15633992.2,28812828.25,434195,1621871,325802.9129119956,6584686.180420902,1820836.2542969228,39600219.59762982
2020/21,5,2886,10987781.7,20171574.4,290704,1100556,275334.46754436876,5025405.994517267,1563285.6659223342,28426860.527983967
2020/21,6,2285,9622925.65,17542460.65,215808,1034297,217996.97101139385,4722398.142133965,1341119.2800046147,25074080.04314997
2020/21,7,2075,8441314.299999999,15420962.65,135328,862178,197962.2384457953,3683490.6875271266,1175799.6455749802,21475721.2215479
2020/21,8,1905,7477492.5,13684361.65,199654,786208,181743.6454165012,3271567.544658379,1060946.004813339,19184480.84488822
2020/21,9,1675,6653497.399999999,12171676.15,108110,678934,159800.8430827504,2968739.152038941,926370.0216986893,17013630.16682038
2020/21,10,1342,6489549.399999999,11833047.2,101490,613898,128031.48144301555,2441721.1024117153,706523.9113519121,15824711.695206642
2020/21,NA,371,0,0,39450,0,35394.69419922412,539038.1769230769,127035.08750908764,740917.9586313886
2021/22,1,6631,23171619.65,42890582.65,673448,2619602,669709.0143462876,14475587.551887697,3745501.3831398175,65074430.5993738
2021/22,2,5177,20991492.05,39146747.449999996,469972,2367933,522859.83520897763,13830467.284584766,3393540.6226467825,59731520.192440525
2021/22,3,4231,19471492.3,36503335.85,414715,2212039,427316.97175375395,11645836.449369399,2816826.961612004,54020070.23273516
2021/22,4,3352,15774223.5,29458829.099999998,348623,1696380,338540.88615423854,8305567.779546428,2085524.376600544,42233465.14230121
2021/22,5,2737,10848632.45,20193822.3,235326,1128375,276427.9252399018,5369908.630889917,1504247.2048948673,28708107.06102469
2021/22,6,2275,9563027,17722435.4,172634,1076346,229767.4570408391,5351856.5867177565,1385595.9274515102,25938635.371210106
2021/22,7,1932,8135960.3,15089231.45,119952,865582,195125.5942869895,5223001.078643,1395293.3876271693,22888185.510557156
2021/22,8,1822,7538926.25,13990545.25,164609,819739,184015.95900149838,5965388.663596341,1560150.210613372,22684448.083211213
2021/22,9,1561,6550286.149999999,12148561.25,87940,698236,157655.82436956037,4487054.389781921,1152856.8832356946,18732304.347387176
2021/22,10,1246,6128453.25,11323573.35,69741,606744,125841.86877929034,4328248.3531465605,1064438.863987039,17518587.43591289
2021/22,NA,403,0,0,29935,0,40701.66381866292,1427589.692307692,330854.52364013006,1829080.879766485
2022/23,1,7088,24478835.5,45563659.25,634252,2868834,877481.1505872224,16619426.043152738,4374780.302669641,70938432.7464096
2022/23,2,5299,21380152.849999998,40004956.75,401896,2499722,656006.2947180717,14462903.743774887,3594495.017673278,61619979.80616624
2022/23,3,4363,19595698.55,36810916.85,347177,2310372,540131.2443583595,11009640.499673672,2765261.9472712404,53783499.54130328
2022/23,4,3591,16188700.5,30310253.7,281582,1813843,444559.0874377421,9701147.677727126,2560257.1048662923,45111642.57003116
2022/23,5,2748,11056439.6,20594368.65,197134,1185689,340197.2632355654,6771506.971185854,1870957.1150945981,30959852.999516014
2022/23,6,2387,9824403.7,18256442.8,143336,1149852,295506.1380434114,6670469.308901505,1763847.8435010016,28279454.090445917
2022/23,7,1995,8315776.95,15460475.75,115167,920786,246977.2707987456,6593641.645913916,1794944.083641078,25131991.75035374
2022/23,8,1743,7557899.95,14055566,130779,854326,215780.14185574616,5957811.667137518,1598001.2294205942,22812264.038413856
2022/23,9,1550,6588236.95,12221976.6,88777,732180,191887.10262559183,5810666.754424855,1507591.7904948164,20553079.247545265
2022/23,10,1277,6121341.3,11353954.9,57138,632073,158090.21293734244,7509945.324293501,1836981.5934600702,21548183.030690912
2022/23,NA,485,0,0,36823,0,60042.09340220132,1718030.3538461537,401947.6966254323,2216843.1438737875
2023/24,1,7535,26549072.55,48681671.75,540392,3160819,1170692.5150369222,19103666.412927564,5200194.782793944,77857436.46075843
2023/24,2,5424,22170263.55,40836661.35,354221,2641473,842712.170080991,14557763.418476745,3814686.2251909035,63047517.163748644
2023/24,3,4420,20163455.2,37247176.8,279664,2425933,686723.4129347309,11914222.558335533,3132217.3810964804,55685937.15236674
2023/24,4,3626,16833667.75,30992632.849999998,225322,1921630,563361.7862672701,9610747.622278992,2657272.30785701,45970966.56640327
2023/24,5,2791,11283849.45,20699030.849999998,179874,1243572,433630.1007920438,7518841.332467158,2201688.0528897224,32276636.33614892
2023/24,6,2453,10131310.65,18563317.45,126597,1217609,381115.9574499762,6378809.289069671,1824757.1221531746,28492205.81867282
2023/24,7,1999,8357142.2,15324841.25,121419,951132,310579.2087005717,5304149.484377438,1559150.8964816746,23571271.839559685
2023/24,8,1794,7675391.2,14039585.15,133150,884778,278728.9146617437,5086147.252941656,1471422.1886858488,21893811.506289247
